7,10,11
7,11,20
7,11,15
7,11,23
7,11,18
7,11,22
7,11,24
7,11,12
7,11,21
7,11,19
7,11,17
7,11,13
7,11,16
10,11,17
10,11,15
10,11,23
8,10,11
10,11,12
10,11,22
10,11,19
9,10,11
10,11,21
10,11,16
10,11,18
10,11,14
10,11,13
10,11,20
2,11,15
1,11,16
5,11,12
4,11,13
3,11,14
8,9,11
11,12,15
4,11,23
1,11,26
2,11,25
5,11,22
3,11,24
6,11,21
9,11,18
11,13,14
8,11,19
11,15,19
3,11,15
11,15,17
5,11,15
11,14,15
11,15,18
4,11,15
9,11,15
11,13,15
11,15,20
11,15,16
8,11,15
1,11,23
9,11,23
5,11,23
2,11,23
6,11,23
11,13,21
3,11,23
11,16,18
11,14,20
8,11,23
11,12,22
1,11,17
1,11,21
1,11,25
1,11,24
1,11,18
1,11,27
1,11,19
1,11,22
5,11,13
6,11,12
4,11,14
2,11,16
5,11,17
4,11,18
6,11,16
9,11,13
8,11,14
2,11,20
3,11,19
5,11,25
4,11,25
8,11,24
11,14,18
6,11,25
11,13,19
11,12,20
3,11,25
5,11,20
5,11,24
5,11,14
5,11,21
5,11,18
5,11,19
4,11,21
6,11,19
11,12,13
9,11,16
8,11,17
3,11,22
8,11,21
11,13,16
9,11,20
11,12,17
3,11,26
2,11,27
11,12,21
2,11,24
6,11,24
11,13,20
11,14,19
11,16,17
4,11,24
6,11,13
2,11,17
3,11,16
3,11,21
11,14,21
9,11,21
11,16,20
11,17,19
2,11,21
8,11,18
6,11,20
11,12,14
9,11,17
4,11,22
6,11,18
11,13,18
11,18,19
11,17,18
11,12,18
2,11,18
4,11,20
8,11,16
2,11,22
6,11,14
6,11,17
6,11,22
11,13,17
9,11,14
11,14,17
11,14,16
9,11,22
9,11,19
3,11,20
8,11,20
3,11,17
4,11,16
11,12,16
11,16,19
4,11,26
4,11,19
11,12,19
2,11,26
8,11,22
8,11,12
7,11,14
7,8,11
7,9,11
7,11,25
7,11,27
7,11,26
4,10,11
5,10,11
6,10,11
10,11,25
10,11,24
10,11,26
1,11,15
6,11,15
1,11,13
1,11,20
1,11,14
5,9,11
6,8,11
2,11,12
5,11,16
3,11,18
8,11,13
9,11,12
4,11,17
2,11,19
6,9,11
2,11,13
3,11,12
3,11,13
2,11,14
4,11,12
11,15,23
11,15,21
11,15,22
11,12,23
11,16,23
11,19,21
11,18,22
11,13,23
11,14,23
1,11,28
1,11,29
11,14,24
11,17,21
11,18,20
9,11,25
11,16,22
11,12,25
5,11,26
5,11,27
3,11,28
4,11,27
2,11,29
4,11,28
2,11,28
6,11,28
11,13,22
9,11,26
8,11,27
11,18,21
11,13,24
11,19,20
11,17,22
11,12,24
11,20,21
11,16,21
6,11,26
3,11,29
3,11,27
11,14,22
11,17,20
8,11,26
11,15,24
11,15,25
11,17,23
11,21,23
11,18,23
11,19,23
11,20,22
11,20,23
11,21,22
11,19,22
9,11,24
8,11,25
11,16,24
11,13,25
11,14,25
11,18,24
11,17,24
5,11,28
6,11,27
9,11,27
11,12,26
7,10,21
7,10,23
7,10,12
7,10,16
7,10,25
7,10,19
7,10,24
7,10,13
7,10,20
7,10,18
7,10,14
7,10,17
7,10,22
6,7,15
1,7,20
5,7,16
3,7,18
7,8,13
7,9,12
4,7,17
2,7,19
7,15,16
7,8,23
6,7,25
5,7,26
3,7,28
7,13,18
7,14,17
7,9,22
4,7,27
7,12,19
2,7,29
7,15,21
7,14,15
7,15,18
7,15,22
7,8,15
7,13,15
7,9,15
7,15,20
7,15,17
7,15,19
7,12,15
1,7,23
3,7,23
7,13,23
5,7,23
6,7,23
7,14,23
7,17,21
7,18,20
7,9,23
7,16,22
4,7,23
7,12,23
1,7,21
1,7,25
1,7,28
1,7,22
1,7,29
1,7,27
1,7,26
5,7,17
4,7,18
6,7,16
7,9,13
7,8,14
2,7,20
3,7,19
5,7,21
2,7,24
7,8,18
6,7,20
7,12,14
7,9,17
4,7,22
5,7,25
4,7,25
7,8,25
7,12,24
3,7,25
7,14,22
7,9,25
7,16,20
7,17,19
2,7,25
5,7,24
5,7,18
5,7,27
5,7,19
5,7,22
7,8,21
7,13,16
7,9,20
7,12,17
3,7,26
2,7,27
7,9,24
7,12,21
2,7,28
6,7,27
7,13,20
7,14,19
7,16,17
4,7,28
7,16,21
6,7,24
7,18,19
4,7,24
7,17,20
3,7,24
7,8,24
2,7,21
6,7,17
7,9,14
3,7,20
4,7,19
7,9,21
7,18,21
6,7,21
7,13,21
7,14,21
3,7,21
7,12,18
7,13,17
7,14,16
4,7,26
3,7,27
7,8,22
6,7,18
7,14,18
7,9,18
7,17,18
7,16,18
6,7,22
7,9,19
7,8,20
7,12,16
2,7,26
6,7,26
7,13,14
7,13,22
7,13,19
7,14,20
4,7,20
7,12,20
7,19,20
7,16,19
7,8,16
7,8,26
7,12,22
2,7,22
7,8,19
3,10,15
1,10,17
5,10,13
6,10,12
4,10,14
2,10,16
10,13,15
5,10,23
1,10,27
3,10,25
4,10,24
6,10,22
9,10,19
8,10,20
10,12,16
2,10,26
10,15,20
4,10,15
8,10,15
10,15,18
5,10,15
10,15,19
10,15,21
10,12,15
6,10,15
10,14,15
9,10,15
10,15,17
10,15,16
1,10,23
3,10,23
10,14,21
4,10,23
10,17,18
2,10,23
6,10,23
10,13,22
9,10,23
10,16,19
8,10,23
1,10,18
1,10,22
1,10,25
1,10,28
1,10,24
1,10,19
1,10,26
1,10,20
5,10,14
6,10,13
2,10,17
3,10,16
5,10,18
2,10,21
6,10,17
9,10,14
3,10,20
4,10,19
5,10,25
9,10,24
10,12,21
2,10,25
6,10,25
10,13,20
10,14,19
10,16,17
4,10,25
5,10,21
5,10,24
5,10,22
5,10,20
5,10,16
5,10,26
5,10,19
2,10,24
8,10,18
6,10,20
10,12,14
9,10,17
4,10,22
6,10,24
9,10,21
10,12,18
10,13,17
10,14,16
4,10,26
3,10,27
8,10,22
10,13,21
3,10,24
10,16,18
10,14,20
8,10,24
10,12,22
2,10,18
6,10,14
3,10,17
4,10,16
8,10,12
6,10,21
10,18,19
4,10,21
10,17,20
3,10,21
8,10,21
9,10,18
10,13,14
8,10,19
6,10,18
10,13,18
10,14,18
3,10,18
6,10,19
10,12,13
9,10,16
8,10,17
3,10,22
10,13,16
10,13,19
8,10,13
10,14,17
9,10,20
9,10,22
9,10,12
10,16,20
4,10,20
10,12,20
4,10,17
10,12,17
10,17,19
8,10,16
3,10,26
10,12,19
2,10,27
2,10,19
2,10,22
1,12,15
5,8,15
4,9,15
1,4,23
2,3,23
1,2,25
1,5,22
1,3,24
1,6,21
1,9,18
1,13,14
1,8,19
2,5,21
5,6,17
5,9,14
3,5,20
4,5,19
3,4,21
4,6,18
2,8,18
6,9,13
6,8,14
2,6,20
3,6,19
3,12,13
2,12,14
2,9,17
3,9,16
3,8,17
4,8,16
2,4,22
1,15,22
5,15,18
2,15,21
6,15,17
9,14,15
3,15,20
4,15,19
1,14,23
6,9,23
2,13,23
3,12,23
1,2,30
1,12,25
1,5,30
1,9,28
1,13,24
1,16,21
1,6,30
1,18,19
1,4,30
1,17,20
1,3,30
1,8,29
5,8,25
4,9,25
5,9,24
5,12,21
2,5,30
5,6,27
5,13,20
5,14,19
5,16,17
4,5,29
2,4,30
4,6,28
2,8,28
6,8,24
2,12,24
4,13,21
3,14,21
8,9,21
3,4,30
6,14,18
3,17,18
4,16,18
8,12,18
2,3,30
6,13,19
6,12,20
3,6,29
9,13,16
8,13,17
3,13,22
4,14,20
8,14,16
2,14,22
9,12,17
3,9,26
2,9,27
2,16,20
2,17,19
3,16,19
4,8,26
4,12,22
3,8,27
1,15,23
5,15,23
2,15,23
6,15,23
9,15,21
12,15,18
13,15,17
14,15,16
4,15,23
3,15,23
8,15,22
1,13,15
1,15,17
1,15,25
1,15,20
1,15,24
1,14,15
1,15,21
1,15,18
1,15,19
5,9,15
6,8,15
2,12,15
5,13,15
6,12,15
4,14,15
2,15,16
4,15,24
6,15,22
9,15,19
8,15,20
12,15,16
2,15,25
5,15,16
5,15,20
5,15,21
5,15,17
5,14,15
5,15,22
5,15,19
3,15,18
8,13,15
9,12,15
4,15,17
2,15,19
4,15,21
6,15,19
12,13,15
9,15,16
8,15,17
3,15,22
8,15,21
13,15,16
9,15,20
12,15,17
3,15,24
2,15,24
6,9,15
2,13,15
3,12,15
14,15,18
6,15,21
13,15,19
12,15,20
3,15,21
4,15,18
6,15,16
9,13,15
8,14,15
2,15,20
3,15,19
2,15,18
6,15,18
13,15,18
9,15,18
15,16,18
8,15,18
6,14,15
3,15,17
4,15,16
8,12,15
6,13,15
6,15,20
13,14,15
3,13,15
14,15,19
14,15,17
12,14,15
2,14,15
9,15,17
15,16,17
4,15,20
2,15,17
3,15,16
8,15,16
4,15,22
4,12,15
8,15,19
12,15,19
2,15,22
1,5,23
1,9,23
1,19,23
1,12,23
1,16,23
1,20,23
1,6,23
1,13,23
1,18,23
1,17,23
2,4,23
4,6,23
2,8,23
2,18,23
6,14,23
3,17,23
4,16,23
8,12,23
5,8,23
5,12,23
5,16,23
2,5,23
5,19,21
5,9,23
5,18,22
5,6,23
5,13,23
5,14,23
3,5,23
4,9,23
4,13,23
3,14,23
8,9,23
3,18,23
8,13,23
9,12,23
4,17,23
2,19,23
3,4,23
6,18,21
4,20,21
8,16,21
2,21,22
6,8,23
2,12,23
13,14,18
8,18,19
3,9,23
4,8,23
6,13,23
6,19,20
6,17,22
6,12,23
2,6,23
12,13,20
3,13,23
9,14,22
4,14,23
12,14,19
2,14,23
9,16,20
9,17,19
2,9,23
8,17,20
3,20,22
12,16,17
2,17,23
3,16,23
2,16,23
4,12,23
4,19,22
3,8,23
1,3,25
1,4,24
1,6,22
1,9,19
1,8,20
1,12,16
1,2,26
1,5,27
1,4,28
1,8,24
1,14,18
1,6,26
1,13,19
1,12,20
1,3,29
1,5,25
1,14,25
1,18,24
1,4,25
1,9,25
1,13,25
1,20,22
1,16,25
1,8,25
1,5,28
1,5,24
1,5,29
1,14,21
1,4,31
1,17,18
1,2,32
1,6,29
1,13,22
1,9,26
1,16,19
1,8,27
1,18,21
1,8,28
1,6,28
1,13,26
1,19,20
1,17,22
1,12,27
1,2,28
1,21,22
1,12,24
1,6,24
1,14,24
1,9,24
1,17,24
1,16,24
1,8,21
1,13,16
1,9,20
1,12,17
1,3,26
1,2,27
1,13,21
1,9,21
1,20,21
1,17,21
1,19,21
1,12,21
1,3,31
1,14,22
1,9,27
1,16,20
1,17,19
1,2,31
1,16,18
1,18,20
1,18,22
1,12,18
1,14,20
1,8,26
1,12,22
1,6,27
1,13,20
1,13,17
1,14,16
1,14,26
1,14,19
1,16,17
1,16,22
1,4,26
1,4,29
1,12,26
1,19,22
1,3,27
1,8,22
3,5,21
5,6,18
4,5,20
5,8,16
2,5,22
2,3,24
2,6,21
2,9,18
3,8,18
6,9,14
3,6,20
4,6,19
2,13,14
4,12,13
3,12,14
3,9,17
4,9,16
8,9,12
4,8,17
3,4,22
2,8,19
3,5,25
2,6,25
4,5,24
5,6,22
5,9,19
5,8,20
5,12,16
2,5,26
2,3,28
3,6,24
3,9,21
4,8,21
6,9,18
2,13,18
3,12,18
6,13,14
6,8,19
3,13,17
4,13,16
8,12,13
2,14,17
3,14,16
4,9,20
8,9,16
2,9,22
4,12,17
3,4,26
2,4,27
3,8,22
2,12,19
5,6,25
5,14,24
5,17,21
5,18,20
5,9,25
5,16,22
4,5,25
5,12,25
2,9,25
3,8,25
6,9,25
2,13,25
3,12,25
6,13,24
2,17,24
3,16,24
2,3,25
4,18,21
6,16,21
9,13,21
8,14,21
2,20,21
3,19,21
3,9,25
4,8,25
6,18,19
12,13,18
9,16,18
8,17,18
3,18,22
4,6,25
2,8,25
6,17,20
3,6,25
6,8,25
13,14,16
4,13,25
3,13,25
8,13,22
9,14,20
12,14,17
3,14,25
2,14,25
8,9,25
9,12,22
4,19,20
4,17,22
8,16,19
4,12,25
2,4,25
2,12,25
2,19,22
3,5,28
5,13,18
5,14,17
5,9,22
4,5,27
5,12,19
2,5,29
5,14,21
4,5,28
5,17,18
2,5,28
5,6,28
5,13,22
5,9,26
5,16,19
5,8,27
5,18,21
5,8,24
5,6,24
5,13,24
5,19,20
5,17,22
5,12,24
2,5,24
4,5,21
5,6,19
5,12,13
5,9,16
5,8,17
3,5,22
5,9,21
5,13,21
5,20,21
5,16,21
5,8,21
5,14,18
5,6,26
5,13,19
5,12,20
3,5,29
5,12,18
5,16,18
5,18,19
5,8,18
5,13,17
5,14,16
4,5,26
3,5,27
5,8,22
5,6,20
5,13,16
5,14,20
5,14,22
5,12,14
5,9,20
5,9,17
5,17,20
5,16,20
5,17,19
5,12,17
4,5,22
3,5,26
5,8,26
2,5,27
5,12,22
2,6,28
3,9,24
4,8,24
6,9,21
2,13,21
3,12,21
2,3,31
6,12,18
4,14,18
2,16,18
6,13,17
6,14,16
4,6,26
3,6,27
6,8,22
9,13,14
3,13,20
4,13,19
2,14,20
3,14,19
8,9,19
4,12,20
3,16,17
8,12,16
3,4,29
2,8,26
2,12,22
3,13,24
2,14,24
4,12,24
6,13,21
2,17,21
3,16,21
3,6,28
6,16,18
9,13,18
8,14,18
2,18,20
3,18,19
3,4,28
6,14,20
6,8,26
6,12,22
8,13,19
9,14,17
4,14,22
4,9,27
9,12,19
2,9,28
3,17,20
4,16,20
8,12,20
4,17,19
2,16,22
2,4,28
2,12,26
3,8,28
2,4,24
6,17,21
9,14,21
3,20,21
4,19,21
4,9,24
6,18,20
12,14,18
9,17,18
4,18,22
2,9,24
3,8,24
6,9,24
6,16,22
4,6,24
6,12,24
13,14,17
9,13,22
4,13,24
12,13,19
2,13,24
4,14,24
3,14,24
8,14,22
9,16,19
8,9,24
8,16,20
2,20,22
8,17,19
2,16,24
3,4,24
3,12,24
3,19,22
2,8,24
3,6,21
3,9,18
4,8,18
4,6,20
6,8,16
2,6,22
3,13,14
8,9,13
4,12,14
4,9,17
2,9,19
2,8,20
2,12,16
3,8,19
3,13,21
2,14,21
4,12,21
13,16,18
9,18,20
12,17,18
3,18,21
2,18,21
6,8,21
2,12,21
6,14,21
4,6,21
6,12,21
6,19,21
13,14,20
8,13,21
12,13,21
14,16,17
4,14,21
9,16,21
4,9,21
9,12,21
8,19,20
4,17,21
3,17,21
8,17,21
4,16,21
12,16,19
2,16,21
2,19,21
8,12,21
2,8,21
6,13,18
2,17,18
3,16,18
6,14,17
6,9,22
4,6,27
6,12,19
2,6,29
4,13,20
8,13,16
2,13,22
3,14,20
4,14,19
8,9,20
9,12,16
2,9,26
4,16,17
8,12,17
2,16,19
3,8,26
2,8,27
3,12,22
4,13,18
3,14,18
8,9,18
6,17,18
13,17,18
3,13,18
8,13,18
9,14,18
14,16,18
14,17,18
2,14,18
4,9,18
9,12,18
9,18,19
4,18,20
3,18,20
8,18,20
4,17,18
8,16,18
12,16,18
4,18,19
4,12,18
2,18,22
2,18,19
6,13,16
6,9,20
6,12,17
3,6,26
2,6,27
8,13,14
2,13,20
3,13,19
9,12,14
4,14,17
2,14,19
4,9,22
3,12,20
2,16,17
4,12,19
2,4,29
6,13,20
6,13,22
6,12,13
6,14,22
6,14,19
6,9,16
6,9,26
6,9,19
6,16,20
6,8,20
6,16,17
6,17,19
6,8,17
6,16,19
6,12,16
2,6,26
3,6,22
4,13,14
12,13,14
13,14,19
9,13,20
9,13,17
9,13,19
9,12,13
13,16,19
8,13,20
13,16,17
4,13,17
12,13,17
12,13,16
2,13,16
4,13,22
2,13,26
2,13,19
9,14,16
9,14,19
8,9,14
8,14,20
12,14,20
3,14,17
8,14,17
4,14,16
12,14,16
8,14,19
3,14,22
8,12,14
9,17,20
9,12,20
2,9,20
9,16,17
8,9,17
4,9,26
3,9,27
3,9,19
3,9,22
8,9,22
4,17,20
12,17,19
2,17,20
3,16,20
3,19,20
2,19,20
3,8,20
2,12,20
8,16,17
3,17,22
2,17,22
2,12,17
3,17,19
4,16,22
4,16,19
3,16,22
3,12,16
3,4,27
4,8,27
4,8,19
4,8,22
3,12,26
2,3,26
8,12,22
3,12,19
2,3,29
8,12,19
7,10,15
7,8,10
7,9,10
7,10,28
7,10,26
7,10,27
3,7,15
5,7,15
4,7,15
2,7,23
1,7,17
1,7,24
1,7,18
1,7,19
5,7,13
6,7,12
4,7,14
2,7,16
5,7,20
5,7,14
4,7,21
6,7,19
7,12,13
7,9,16
7,8,17
3,7,22
6,7,13
2,7,17
3,7,16
2,7,18
6,7,14
3,7,17
4,7,16
7,8,12
7,15,23
7,15,25
7,15,24
7,19,23
7,16,23
7,20,23
7,18,23
7,17,23
1,7,30
3,7,29
7,14,25
7,18,24
7,13,25
7,20,22
7,16,25
5,7,28
5,7,29
4,7,30
2,7,30
6,7,29
7,9,26
7,8,27
7,8,28
6,7,28
7,13,26
7,17,22
7,12,27
7,21,22
7,14,24
7,17,24
